,artist,song,lyrics,genre,lyric_count
73,Dr-Dre,Crack-a-Bottle,"Uh. Oh, adies and gentlemen The moment you′ve all been waiting for In this corner, weighing 175 pounds With a record of 17 rapes, 400 assaults, and 4 murders, The undisputed, most diabolical villain in the world Slim Shady! So crack a bottle, let your body waddle Don't act like a snobby model, you just hit the lotto O-oh, o-oh, bitches hoppin′ in my Tahoe Got one ridin' shotgun and no, not one of 'em got clothes Now, where′s the rubbers? Who′s got the rubbers? I noticed there's so many of ′em And there's really not that many of us And ladies love us, my posse′s kickin' up dust It′s on 'til the break of dawn And we're starting this party from dusk (Okay, let′s go) Back with Andre the Giant, Mr. Elephant Tusk Fix your musk, you′ll be just another one bit the dust Just one of my mother's sons who got thrown under the bus Kiss my butt, lick from unda cheese from under my nuts It disgusts me to see the game the way that it looks It′s a must, I redeem my name and haters get mushed Bitches lust, man, they love me when I lay in the cut Fisticuffs, the lady give her eighty-some paper cuts Now picture us; it's ridiculous, you curse at the thought ′Cause when I spit the verse the shit gets worse than Worcestershire sauce If I could fit the words, it's picture perfect, works every time Every verse, every line, as simple as nursery rhymes It′s elementary, the elephants have entered the room I venture to say we're the center of attention, it's true Not to mention back with a vengeance, so hence the signal Of the bat symbol, the platinum trio′s back on you hoes Don′t act like a snobby model you just hit the lotto O-oh o-oh, bitches hopping in my Tahoe Got one riding shotgun and no not one of 'em got clothes Now where′s the rubbers? Who's got the rubbers? I notice there′s so many of 'em And there′s really not that many of us. And ladies love us and my posse's kicking up dust. It's on till the break of dawn And we′re starting this party from dusk (Ladies and gentlemen, Dr. Dre) They see that low rider go by, they′re like, ""Oh my!"" You ain't got to tell me why you′re sick, 'cause I know why I dip through in that Six-Trey, like, ""Sick ′em, Dre!"" I'm an itch that they can′t scratch, they're sick of me But hey, what else can I say? I love L.A. 'Cause over and above all, it′s just another day And this one begins where the last one ends Pick up where we left off and get smashed again I′ll be damned, just fucked around and crashed my Benz Drivin' ′round with a smashed front end, let's cash that one in Grab another one from out the stable The Monte Carlo, El Camino, or the El Dorado? The hell if I know, do I want leather seats or vinyl? Decisions, decisions, garage looks like Precision Collision Or Maaco, beats quake like Waco Just keep the bass low, speakers away from your face though I notice there's so many of ′em It′s on till the break of dawn (And I take great pleasure in introducing, 50 Cent!) It′s bottle after bottle The money ain't a thang when you party with me It′s what we into, it's simple We ball out of control like you wouldn't believe I′m the napalm, the bomb, the Don, I′m King Kong Get rolled on, wrapped up and reigned on I'm so calm, through Vietnam, ring the alarm Bring the Chandon, burn marijuan′, do what you want Nigga, on and on, 'til the break of what? Get the paper, man, I′m cakin', you know I don′t give a fuck I spend it like it don't mean nothin' Blow it like it′s supposed to be blown Motherfucker, I′m grown I stunt, I style, I flash the shit I gets what the fuck I want, so what I trick? Fat-ass Birkin bags, some classy shit Jimmy Choo shoes; I say, ""Move,"" a bitch move Don't act like a snobby model you just hit the lotto Got one riding shotgun and no not one of ′em got clothes Now where's the rubbers? Who′s got the rubbers? And there's really not that many of us. And we′re starting this party from dusk.",hiphop/rap,743
74,Dr-Dre,Encore-Curtains-Down,"Sh-sh-sh-shady Aftermath, haha G-G-G-G-G-Unit!, haha Cause we came here to set this party off right Let′s bounce tonight And if they don't let us in through the front We′ll come through the side Cuz i don't ever wanna leave the game without At least saying goodbye So all my people on the left, all my people on the right Swing one last time Get your ass up for the doctor One more time, get your ass up for the doctor Come on now, here we go Cliff hanger, it's another club banger Got you hangin′ on the edge of your seat Get on down Times up, games over, you lose, I win ′Bout to show these knuckleheads how to do this here Ooh yeah, new year, next phase, begin Look who's got you goin′ crazy again I'm a trend, I set one every time I′m in I go out and just come back full circle again You a fad, that means your something that we already had But once you're gone, you don′t come back, too bad You're off the map now, radar can't even find you We stay on the grind, you slip, we out-grind you You walk around mad, you let your anger blind you We walk around just playin′ the violin behind you Enough with all the pissin′ and moanin', whinin′ and bitchin' Sit and observe, listen, you′ll learn if you pay attention Why ten multi-platinum albums later, three diamond World-wide, we're on the charts with a bullet and still climbin′ Let's bounce tonight Cuz i don′t ever wanna leave the game without When dr. dre say crunk, you will get it crunk, get it crunk Crunk, crunk, crunk And when 50 cent says jump, you get on one foot and jump Jump, jump, jump, jump The buzz is tremendous, we drop you all to sense it I don't gotta promote it for you to know that doc is off the benches We keep the party rockin′ off the henges We ain't showin′ off, we just goin' off popular consensus But critics say that Doc is soft, Doc is talk Doc is all washed up, knock it off Who the fuck is Doc impressin′? Doc is this, Doc is that, you got the wrong impression You must be on the cock of Doc, cuz Doc left you all guessin' So DJ take the needle and just drop it on the record (what) We gon' have this mutherfucker hoppin′ in a second (bump bump) That′s why we always save the best cut last To make you scratch and itch for it like fresh cut grass Cuz we done swam with the sharks, wrestle with alligators Spoke to a generation of angry teenagers Whom if it wasn't for rap to bridge the gap Maybe raised to be racist Who may have never got to see our faces Grace the cover of Rolling Stone pages Broke down barriers of language and races Just call on the cape crusaders And leave it to me and Dre to pass the mic And we can play the back and forth all day Like the hot potato game, thats why we came to [Cause we came here to set this party off right 50 Cent, come on! Bounce now, hands up, you know how we do We make the club jump everywhere we go It′s no secret, everybody know When Dre's involved, there's plenty money involved And plenty honey′s involved, the sunny Sunday′s and palm trees Cali, everyday it's just another party from the valley′s All the way to them 8 Mile alleys, let's rally Hands up for the grand finale Now raise up out your seat, Dre is about to speak Blaze a pound of weed six days up out the week You could catch me in the studio bangin′ out the beats to Provide you with the heat that keep blazin' out your speaker So never say never cuz Shady Aftermath together Along with G-Unit Records presents the return of the-the Doc (and Shady) No one could do it better We tear the club up and leave without a strand of evidence and uh We'll come through the side Yeah, haha Still Aftermath, 2006 And don′t worry about that Detox album It's comin′, we gonna make Dre do it, haha 50 cent, G-unit, Obie Trice, D-twizzy, Stat Quo, Dr. Dre We ain't leavin′, let's go! haha Ladies and gentlemen, thank you all for comin′ out, peace! Oh shit, I almost forgot You're comin' with me Haha, bye bye! See you in hell, fuckers.",hiphop/rap,761
75,Dr-Dre,Crack-a-Bottle,"Oooh! Ladies and gentlemen, the moment you′ve all been waiting for In this corner, weighing 175 pounds, with a record of 17 rapes 400 assaults, and 4 murders, the undisputed, most diabolical Villain in the world, Slim Shady! So crack a bottle, let your body waddle Don't act like a snobby model You just hit the lotto Uh oh uh oh, bitches hopping in my Tahoe Got one riding shotgun and no not one of them got gloves Now where′s the rubbers? Who's got the rubbers? I noticed there's so many of them And there′s really not that many of us Ladies love us and my posse′s kicking up dust It's on till the break of dawn and we′re starting this party from dusk Ok, let's go Back when Andre, the giant, mister elephant tusk Picture us, you′ll just be another one bit the dust Just one up my mother's son who got thrown under the bus Kiss my butt, lick my wonder cheese from under my nuts It disgusts me to see the game the way that it looks It′s a must, I redeem my name and haters get mushed Bitches lust, man they love me when I'm laying the cut Missed the cut, the lady give a eighty some paper cut Now picture us, it's ridiculous you curse at the thought Cuz when I spit the verse the shit Gets worse than Worcestershire sauce If I could fit the words as picture perfect, works every time Every verse, every line, as simple as nursery rhymes It′s elementary, the elephants have entered the room I venture to say with the center of attention its true Not to mention back with a vengeance and hit the signal Of the bat symbol, the platinum trio is back on you hoes Don′t act like a snobby model Now where's the rubbers? Who′s got the rubbers? And ladies love us and my posse's kicking up dust It′s on till the break of dawn and we're starting this party from dusk Ladies and gentlemen, Dr. Dre They see that low rider go by they're like ""Oh my!"" You ain′t got to tell me why you′re sick cuz I know why I dip through in that six trey like sick 'em Dre I′m an itch that they can't scratch, they′re sick of me But hey, what else can I say? I love LA Cuz over and above all, it's just another day And this one begins where the last one ends Pick up where we left off and get smashed again I′ll be dammed, just fucked around and crashed my Benz Driving around with a smashed front end Let's cash that one in Grab another one from out the stable The Monte Carlo, El Camino or the El Dorado The hell if I know Do I want leather seats or vinyl? Decisions, decisions, garage looks like Precision Collision Or Maico beats quake like Waco Just keep the bass low, speakers away from your face though Now where′s the rubbers? Who′s got the rubbers? And ladies love us, my posse's kicking up dust And I take great pleasure in introducing, 50 Cent It′s bottle after bottle The money ain't a thang when you party with me Its what we into, it's simple We ball out of control like you wouldn′t believe I′m the napalm, the bomb, the Don, I'm King Kong Get rolled on, wrapped up and reigned on I′m so calm through Vietnam, ring the alarm Bring the Chandon, burn marajauan do what you want Nigga on and on till the break of what Get the paper man I'm caking you know I don′t give a fuck I spend it like it don't mean nothing Blow it like its supposed to be blown Motherfucker I′m grown I stunt I style I flash the shit I gets what the fuck I want, so what I trick? Fat ass burgundy bags, classy shit Jimmy Cho shoes I say move a bitch move I noticed there′s so many of them And there's really not that many of us And ladies love us, my posse′s kicking up dust",hiphop/rap,689
76,Dr-Dre,Crack-a-Bottle,"Oooh! Ladies and gentlemen, the moment you′ve all been waiting for In this corner, weighing 175 pounds, with a record of 17 rapes 400 assaults, and 4 murders, the undisputed, most diabolical Villain in the world, Slim Shady! So crack a bottle, let your body waddle Don't act like a snobby model You just hit the lotto Uh oh uh oh, bitches hopping in my Tahoe Got one riding shotgun and no not one of them got gloves Now where′s the rubbers? Who's got the rubbers? I noticed there's so many of them And there′s really not that many of us Ladies love us and my posse′s kicking up dust It's on till the break of dawn and we′re starting this party from dusk Ok, let's go Back when Andre, the giant, mister elephant tusk Picture us, you′ll just be another one bit the dust Just one up my mother's son who got thrown under the bus Kiss my butt, lick my wonder cheese from under my nuts It disgusts me to see the game the way that it looks It′s a must, I redeem my name and haters get mushed Bitches lust, man they love me when I'm laying the cut Missed the cut, the lady give a eighty some paper cut Now picture us, it's ridiculous you curse at the thought Cuz when I spit the verse the shit Gets worse than Worcestershire sauce If I could fit the words as picture perfect, works every time Every verse, every line, as simple as nursery rhymes It′s elementary, the elephants have entered the room I venture to say with the center of attention its true Not to mention back with a vengeance and hit the signal Of the bat symbol, the platinum trio is back on you hoes Don′t act like a snobby model Now where's the rubbers? Who′s got the rubbers? And ladies love us and my posse's kicking up dust It′s on till the break of dawn and we're starting this party from dusk Ladies and gentlemen, Dr. Dre They see that low rider go by they're like ""Oh my!"" You ain′t got to tell me why you′re sick cuz I know why I dip through in that six trey like sick 'em Dre I′m an itch that they can't scratch, they′re sick of me But hey, what else can I say? I love LA Cuz over and above all, it's just another day And this one begins where the last one ends Pick up where we left off and get smashed again I′ll be dammed, just fucked around and crashed my Benz Driving around with a smashed front end Let's cash that one in Grab another one from out the stable The Monte Carlo, El Camino or the El Dorado The hell if I know Do I want leather seats or vinyl? Decisions, decisions, garage looks like Precision Collision Or Maico beats quake like Waco Just keep the bass low, speakers away from your face though Now where′s the rubbers? Who′s got the rubbers? And ladies love us, my posse's kicking up dust And I take great pleasure in introducing, 50 Cent It′s bottle after bottle The money ain't a thang when you party with me Its what we into, it's simple We ball out of control like you wouldn′t believe I′m the napalm, the bomb, the Don, I'm King Kong Get rolled on, wrapped up and reigned on I′m so calm through Vietnam, ring the alarm Bring the Chandon, burn marajauan do what you want Nigga on and on till the break of what Get the paper man I'm caking you know I don′t give a fuck I spend it like it don't mean nothing Blow it like its supposed to be blown Motherfucker I′m grown I stunt I style I flash the shit I gets what the fuck I want, so what I trick? Fat ass burgundy bags, classy shit Jimmy Cho shoes I say move a bitch move I noticed there′s so many of them And there's really not that many of us And ladies love us, my posse′s kicking up dust",hiphop/rap,689
77,Dr-Dre,Chin-Check,"911, forty reporting Hello 911, help me, help me What is your emergency There′s someone in my house, there's someone in my house Can you please run by your address for me 151 Shenedoah, Shenendoah Ma′am where inside the house are you Ma'am where inside the house are you In my room, their in my room Ma'am calm down, deputies are on the way Is the door locked Ma′am? N N, dup dup, dup double you, a a, a a What the fuck′s up Dre You tell me, you talk to Ren I'm right here nigga (N N, dup dup, dup double you, a a, a a) Release the hound Bow wow wow What what what what what what, what I′m a Nigga Wit an Attitude thanks to y'all And I don′t give a fuck I keep it gangsta y'all I′ma ride for my side in the C.P.T. God bless the memory of Eazy-E If it wouldn't for me where the fuck you'd be? Rapping like the Treacherous Three, fucking cowards I′d have seen Dre rocking parties for hours And I′d have seen Ren fucking bitches from Howard And I'd have seen Snoop give away Eddie Bauer′s So fuck Jerry Heller and the white superpowers This the shit niggas kill for They hear the villain niggaz spittin' with them nigga flows Fuck you hoes, fuck you bitch ass niggas too Got something for you broke These niggas wearin′ skirts like the pope Who them niggas that you love to get (us) Who them niggas that you fuckin' wit′ (us) Love the girl that weed and shit (what) The saga continues, with the worlds most dangerous group Four deep in the coup (I'm a spill it) I'ma smoke where I want to smoke (fuck that) I′ma choke who I want to choke (fuck that) I′ma ride where I want to ride (fuck that) Cause I'ma nigga for life, so I′ma nigga til I diz-ie (N N, dup dup, dup double you, a a, a a) I'ma ride where I want to ride (fuck that) Cause I′ma nigga 4 life, so I'ma motherfucking nigga til I diz-ie A pencil, a pen, or a glock I'm the original, subliminal, subterranean Titanium, criminal minded, swift D-are-E with that fuck a bitch shit (fuck a bitch) A couple o′ notes and get you hog-tied in rope Dope like tons of coke, cutthroat You don′t want the pistols to whistle Candy paint impala I make hoes pop collars God damn hoes, here we go again Fucking with Ren, playing to win (He got the) coke in hand, (I got the) juice and gin Same shit you was fucking with way back then We keep it cracking from the acting to the jacking G'ed up see′ed up motherfucker blaze the weed up We all on deck fool so put your heat up I stay on deck so me don't get wet Look my nigga, we can scatter like buck shots Let′s get together, make a record, why the fuck not? Why the fuck not? Cause I'm tight as the night I had to wipe activator off the mic, in 1985 Real niggaz, bitch, you know, ha hah We cause tragedy, erratically Systematically, in your house without a key How fucked up that′d be Gat'll be near your anatomy, my form of flattery Assault and battery, cause we coming with that street mentality Straight west coast rider academy Concrete nigga, that's my reality We tend to bus′ on niggas that get mad at me Was it a bitch in the mix Well it had to be Lying tricks told them dicks I had a key Hoes make the world harder than it have to be (Yea that′s right) Cause I′ma nigga for life, so I'ma nigga til I diz-ie I′ma smoke where I want to smoke (fuck that) I'ma choke who I want to choke (fuck that) Cause I′ma nigga for life, so I′ma motherfucking nigga til I diz-ie",hiphop/rap,661
78,Dr-Dre,Say-What-You-Say,"Heh, so I′m out the game, huh? (Huh, huh) Yo, Dre, we ridin'? Whatever (Ha-ha) Well, I′m wit' ya, homie Okay, let's handle the small shit I was born to brew up storms, stir up shit Kick up dust, cuss ′til I slur up spit Grew up too quick, went through too much, knew too much shit Corrupt, and I′ma pour it on like syrup, bitch Thick and rich, sick and twisted, Mr. Buttersworth Dre told me to milk this shit for what it's worth ′Til the cow just tilts and tips and stumbles to Earth And if I fumble a verse, keep goin' First take I make, mistakes, just keep it No punches pull, no punches, that′s weak shit Fake shit, if I ever take shit, I'll eat shit Wasn′t for him, wouldn't be shit Creep with me as we take a little trip down memory lane Been here longer than anyone in the game And I ain't got to lie about my age — But what about Jermaine? Fuck Jermaine! He don′t belong speakin′ mine Or Timbaland's name and don′t think I don't read Your little interviews and see what you′re sayin' And I′m a giant, and I ain't gotta move 'til I′m provoked When I see you, I′ma step on you and not even know it You midget, mini-me with a bunch of little mini-you's Runnin′ around your backyard swimming pools Over 80 million records sold And I ain't have to do it with 10- or 11-year-olds ′Cause what you say is what you say, say what you say How you say it whenever you sayin' it, just remember How you said it when you was sprayin′ it, so who you playin' with Huh? (Huh, huh, huh) 'Cause what you say is what you say, say what you say How you say it whenever you sayin′ it, just remember Second verse, it gets worse, it gets no better than this Amateurs drink veteran piss From a Dixie cup, if you ever mix me up Or confuse me with a Canibus or Dre with a Dupri We′ll rub it in, every club you're in, we′ll have you blackballed And make sure you never rap a-fuckin'-gain Dre ain′t havin' it, long as I'm here to play devil′s advocate If there was some magic shit I could wave Over the industry that could save it when I′m gone And buried to make sure the tradition carries on, I would If I could only use this power for good I wouldn't, not even if I could From the hood, and I′m a hornet And I'ma only sting when I′m cornered And I'ma only sucker punch and swing without warning And swing to knock somebody′s fuckin' head off 'Cause I know if they get up, I won′t get a chance to let off Another punch, I′m punk rock, no one's punk Don′t give a fuck: white-Pac, so much spunk When I was little I knew I would blow up and sell a mil' Or grow up to be Attila, go nuts and be a killer And I′m something of a phenom, one puff of the chron' I′m unstoppable, I'm alive and On top again, there's no obstacle that I can′t conquer So come along with us (C′mon!) How you said it when you was sprayin' it, so who you playin′ with How you said it when you was sprayin' it, so who you playin' with Now anybody who knows Dre knows I′m about Fast cars and Alizé, partyin′ all day But I handled my business, 'cause it′s work before play Don't look for trouble, but I′ll serve you gourmet However you want it, you can have it your way You fuck my night up, I'ma fuck up your day Bullet with your name, sendin′ it your way That goes for anyone who walks through that doorway 'Cause this is my space, you invade it Live to regret it, and you'll die tryna violate it Fuck around, get annihilated, eyes dilated Huh, like my old lady? ′Cause what you say is what you say, sometimes what you mean Is two different things, depending on your mood if it swings Think too many things, little hit of Dre′s weed I can do anything, catch a contact And I'm gone, and I′m back, I speed write And my loose leaf's my launchpad — And I can pull any string Don′t have to prove anything, catch a contract On your head, you headed West, talk shit about Dre You better get a vest and invest in something to protect Your head and neck — And it's back and forth All day, like Red and Meth, I joke when I say I′m the best In the booth, but a lot of truth is said in jest And if I ever do live to be a legend I'ma die a sudden death; five mics in The Source? Ain't holdin′ my fuckin′ breath, but I'll suffocate for the respect ′Fore I breathe to collect a fuckin' check Watch your fuckin′ mouth Yo, this Timbaland, tell him I said suck my dick",hiphop/rap,852
79,Dr-Dre,Guilty-Conscience-a-cappella,"Meet Eddie, 23 years old. Fed up with life and the way things are going, he decides to rob a liquor store. (I can′t take this no more. I can't take it no more, homes.) But on his way in, he has a sudden change of heart. And suddenly, his conscience comes into play. Alright, stop! (Huh?) Now before you walk in the door Of this liquor store and try to get money out the drawer You′d better think of the consequence (But who are you?) I'm your motherfuckin' conscience. That′s nonsense. Go in and gaffle the money and run to one of your aunt′s cribs And borrow a damn dress and one of her blonde wigs. (Can I borrow this?) Tell her you need a place to stay, You'll be safe for days If you shave your legs with Renee′s razor blades Yeah, but if it all goes through like it's supposed to The whole neighborhood knows you and they′ll expose you. Think about it, before you walk in the door first. Look at the store clerk, she's older then George Burns. Fuck that. Do that shit. Shoot that bitch. Can You afford to blow this shit? Are you that rich? Why you give a fuck if she dies? Are you that bitch? Do you really think she gives a fuck if you have kids? Man, don′t do it. It's not worth it to risk it. (You're right.) Not over this shit. (Stop!) Drop the biscuit. (I will!) Don′t even listen to Slim, yo. He′s bad for you. You know what, Dre? I don't like your attitude. It′s all right, c'mon, just come in here for a minute. Mmm, I don′t know. Look, baby Damn! Look, it's gonna be all right, right? Well, okay. Meet Stan, 21 years old. After meeting a young girl at a rave party, Thing′s start getting hot and heavy in an upstairs bedroom. Once again, his conscience comes into play. Now listen to me: while you're kissin' her cheek Smearin′ her lipstick, I slip this in her drink. Now all you gotta do is nibble on this little bitch′s earlobe... Yo, this girl's only fifteen years old. You shouldn′t take advantage of her, it's not fair. Yo, look at her bush. Does it got hair? (Uh-huh.) Fuck this bitch right here on the spot bare ′Till she passes out and she forgot how she got there. Man, ain't you ever seen that one movie ′Kids'? No, but I seen the porno with Son Doobiest! Shit, you wanna get hauled off to jail? Man, fuck that, hit that shit raw dawg and bail. Hee. It feels good to be home. Meet Grady, a 29 year-old construction worker. After coming home from a hard day's work, He walks in the door of his trailer park home To find his wife in bed with another man. (What the fuck?!) (Grady!) Alright, calm down. Relax, start breathin′. Fuck that shit, you just caught this bitch cheatin′. While you at work, she's with some dude, tryin′ to get off? Fuck slittin' her throat! Cut this bitch′s head off! Wait, what if there's an explanation for this shit? What? She tripped? Fell? Landed on his dick? Alright, Shady. Maybe he′s right, Grady. But think about the baby, before you get all crazy. Okay! Thought about it. Still wanna stab her? Grab her by the throat, get your daughter and kidnap her? That's what I did. Be smart, don't be a retard. You gonna take advice from somebody who slapped Dee Barnes!? What′d you say? What′s wrong? Didn't think I′d remember? I'ma kill you, motherfucker! Ah-ah, temper, temper! Mr. Dre? Mr. N.W.A? Mr. AK Coming straight outta Compton, y′all better make way? How in the fuck you gonna tell this man not to be violent? Cuz he don't need to go the same route that I went. Been there, done that. Aw, fuck it, what am I sayin′? Shoot 'em both, Grady, where's your gun at?",hiphop/rap,665
80,Dr-Dre,Forgot-About-Dre,"Y′all know me, still the same ol' G But I been low key Hated on by most these niggas Wit no cheese, no deals and no G′s, no wheels and no keys No boats, no snowmobiles and no ski's Mad at me 'Cause I can finally afford to provide my family with groceries Got a crib wit a studio and it′s all full of tracks To add to the wall full of plaques Hangin′ up in the office in back of my house like trophies But y'all think I′m gonna let my dough freeze Ho Please You better bow down on both knees Who you think taught you to smoke trees? Who you think brought you the OD's? Eazy-E′s, Ice cube's and D.O.C′s and Snoop D O double G's And a group that said, ""Muthafuck the police"" Gave you a tape full of dope beats To bump when you stroll through in you hood And when your album sales wasn't doin′ too good Who′s the doc that he told you to go see? Y'all better listen up closely All you niggas that said that I turned pop Or the Firm flop Y′all are the reason Dre ain't been getting no sleep So fuck y′all, all of y'all If y′all don't like me, blow me Y'all are gonna keep fuckin′ around wit me And turn me back to the old me Nowadays everybody wanna talk like they got something to say But nothin′ comes out when they move they lips Just a buncha gibberish And muthafuckas act like they forgot about Dre But nothin' comes out when they move they lips So what do you say to somebody you hate Or anyone tryna bring trouble your way Wanna resolve things in a bloodier way Just study your tape of NWA One day I was walkin′ by Wit a walkman on When I caught a guy givin' an awkward eye And strangled him off in the parkin′ lot wit his Karl Kani I don't give a fuck if it′s dark or not I'm harder than me tryna park a dodge But I'm drunk as fuck Right next to a humungous truck in a two car garage Hoppin′ out wit two broken legs, tryna walk it off Fuck you too bitch, call the cops Imma kill you and them Loud ass muthafuckin barkin′ dogs And when the cops came through me Dre stood next to a burnt down house Wit a can full of gas and a hand full of matches And still weren't found out From here on out it′s the chronic two Startin' today and tomorrow′s the new And I'm still loco enough To choke you to death wit a Charleston chew *Chigga chigga chigga* Slim Shady hotter then a set of twin babies In a Mercedes Benz wit the windows up And the temp goes up to the mid 80′s Callin' men, ladies Sorry Doc, but I've been crazy There is no way that you can save me It′s okay, go with him Hailey If it was up to me You muthafuckas would stop comin′ up to me Wit your hands out lookin' up to me Like you want somethin′ free When my last C.D. was out you wasn't bumpin′ me But now that I got's new company Everybody wanna come to me like it was some disease But you won't get a crumb from me ′Cause I′m from the streets of The Compton I told em all All them little gangstas Who you think helped mould 'em all? Now you wanna run around and talk about guns Like I ain′t got none What you think I sold 'em all ′Cause I stay well off Now all I get is hate mail all day sayin' Dre fell off What ′cause I been in the lab wit a pen and a pad Tryna get this damn label off I ain't havin that This is the millenium of Aftermath It ain't gonna be nothin′ after that So give me one more platinum plaque and fuck rap You can have it back So where′s all the mad rappers at It's like a jungle in this habitat But all you savage cats Knew that I was strapped wit gats When you were cuddling a cabbage patch",hiphop/rap,712
81,Dr-Dre,Old-Time-s-Sake,"Good evening This is your fucking captain speaking We will soon be reaching an altitude of four million and a half feet That′s eight million miles in the sky Please undo your seat belt for take off You are now free to smoke about the cabin I'm Dre, from back in the day From N.W.A, from black and the grey From chokin′ a bitch to smacking her face From stackin' up bodies to racking AKs up From racking up hits to stacking them crates up I'm still hungry and I′m back with a tapeworm And we′re what's happenin′ in rap entertainment Me and Shady, far as competition, faggot, there ain't none Speak of the devil, it′s the attack of the Rain Man Chainsaw in hand, bloodstain on my apron Soon as the blade spun, vrun, they run away from Who wanna play dungeon? No one is safe from In search of a brain surgeon, a great one Wait, it ain't funny, man, it′s urgent, I need one Two boxes of detergent in a paint gun And an emergency squirt gun to spray A-1 So one more time for old time's sake Dre, drop that beat and scratch that break Now just blow a little bit of that smoke my way And let's go (you are now smoking with the best, best) I said one more time for old time′s sake Now just send a little bit of that smoke my way And let′s go (you are now smoking with the best, best) Smoke signal in the sky like Verizon Wireless A nice environment, surprised entirely Hypnotized by the sound, I surround the hydrants Taking lives of firemen; say goodbye, here I am again Naked wives and Vicodin Before I begin to get so high, pussy boy, I could spin Vin-vin, fuck the handle, I fly off the hinge Let that boy off the bench, coach, and throw it to him There he goes in his trench coat, no clothes again Baby, make us some french toast and show us some skin I'll show you every inch grows on my foreskin Show me nipple, I pinch both, and throw up a ten Now you know it′s a sin to tease, blow us again The sorcerer of intercourse; if it's forced, it′s him Don't fight the feeling if you′re feeling the force within And when you wake in the morning next to the porcelain Now where there's smoke, there′s fire Where there's fire, there′s flames Where there's flames, there′s chronic Either you high or you ain't I got no time for no games Nah-uh, he ain't playing He′s gon′ get the AK and aim it right at your brain I'm slightly insane, Vodka and creatine Hpnotiq and Red Bull, it′s an incredible energy drink And it's giving me wings, I believe I can fly While I pee on the girl, you won′t catch me CSI It's as easy as pie, and as simple as cake Dre, get on the mic and make them tremble and shake Now put your smoke up in the air, raise your Henny and Coke And if you really wanna get fucked up, just let me know We can smoke ′til there's no more lighter fluid to do it Let's get into it, you smokin′ with the triedest and truest I got the Midas touch when it comes to rollin′ shit up You muthafuckers ain't smokin′, you just holdin' shit up Now here we go, let′s get up, get down, hold up a blunt I smoke the kinda stuff that makes the records go number one 'Cause if at first you don′t succeed Won't hurt to smoke some weed Now them words are just a little more personal for me Seeing as how I blew up off puffing them trees Well smoke enough for me, fuck yeah, light it up, Cheech Come on, smoke me up cuz, get me contact buzz Get me on track, they love me when I'm on that stuff But this is Earth calling Shady, man, come on back (what?) Man we′re losing him, he won′t even respond back, fuck! Now look at all the pretty women in here (damn, bitches!) Dre, it's hot, I think we better go check on their temperatures I′ll get the thermometer, you get the bandages Now baby, just bend over this won't hurt a damn bit, just- And give one more time for old time′s sake I said, one more time for old time′s sake And let's go (you are now smokin' with the best, best)",hiphop/rap,758
82,Dr-Dre,I-Need-a-Doctor,"I′m about to lose my mind You've been gone for so long, I′m running out of time I need a doctor, call me a doctor I need a doctor, doctor to bring me back to life I told the world one day I would pay it back Say it on tape, and lay it, record it so that one day I could play it back But I don't even know if I believe it when I'm sayin′ that Doubts startin′ to creep in, every day it's just so grey and black Hope, I just need a ray of that, ′cause no one sees my vision When I play it for 'em, they just say it′s wack, but they don't know what dope is And I don′t know if I was awake or asleep when I wrote this All I know is you came to me when I was at my lowest You picked me up, breathed new life in me, I owe my life to you But for the life of me, I don't see why you don't see like I do But it just dawned on me you lost a son, demons fighting you, it′s dark Let me turn on the lights and brighten me and enlighten you I don′t think you realize what you mean to me, not the slightest clue 'Cause me and you were like a crew, I was like your sidekick You gon′ either wanna fight when I get off this fuckin' mic Or you gon′ hug me, but I'm outta options, there′s nothin' else I can do 'cause You′ve been gone for so long, I'm running out of time It hurts when I see you struggle, you come to me with ideas You say they′re just pieces, so I'm puzzled, ′Cause the shit I hear is crazy But you're either gettin′ lazy or you don't believe in you no more Seems like your own opinions, not one you can form Can't make a decision you keep questionin′ yourself Second guessin′ and it's almost like your beggin′ for my help Like I'm your leader, you′re supposed to fuckin' be my mentor I can endure no more I demand you remember who you are It was YOU, who believed in me when everyone was tellin′ You don't sign me, everyone at the fuckin' label, let′s tell the truth You risked your career for me, I know it as well as you Nobody wanted to fuck with the white boy, Dre, I′m cryin' in this booth You saved my life, now maybe it′s my turn to save yours But I can never repay you, what you did for me is way more But I ain't givin′ up faith and you ain't givin′ up on me Get up Dre I'm dyin', I need you, come back for fuck′s sake, ′cause I'm about to lose my mind Bring me back to life (I need a doctor, doctor to bring me back to life) It literally feels like a lifetime ago But I still remember the shit like it was just yesterday, though You walked in, yellow jump suit, whole room, cracked jokes Once you got inside the booth, told you, mic smoke Went through friends, some of them I put on, but they just left They said they was ridin′ to the death, but where the fuck are they now? Now that I need them, I don't see none of them All I see is Slim, fuck all you fair-weather friends, all I need is him Fuckin′ backstabbers, when the chips were down you just laughed at us Now you bout to feel the fuckin' wrath of Aftermath, faggots You gon' see us in our lab jackets and ask us where the fuck we been? You can kiss my indecisive ass crack, maggots And the crackers′ ass, little cracker jack beat Makin′ wack math, backwards producers, I'm back bastards One more CD and then I′m packin' up my bags and as I′m leavin' I′ll guarantee they scream, ""Dre, don't leave us like that man!"" 'cause",hiphop/rap,676
